Date,Open,High,Low,Close,Volume,Adj Close
2014-04-21,86.71,86.84,86.06,86.40,2330000,86.40
2014-04-17,87.15,87.39,86.40,86.68,1888600,86.68
2014-04-16,86.52,86.93,86.12,86.78,1826700,86.78
2014-04-15,84.90,85.96,84.90,85.89,2164600,85.89
2014-04-14,85.80,85.95,84.84,85.50,3153000,85.50
2014-04-11,84.91,85.62,84.86,85.30,2067000,85.30
2014-04-10,85.70,86.32,84.92,84.99,2138900,84.99
2014-04-09,84.83,85.83,84.67,85.82,2098700,85.82
2014-04-08,84.80,84.91,84.45,84.73,1750800,84.73
2014-04-07,85.19,85.55,84.93,85.00,2352500,85.00
2014-04-04,85.41,86.06,85.14,85.20,2333100,85.20
2014-04-03,84.83,85.11,84.45,84.98,1904600,84.98
2014-04-02,84.37,85.27,84.22,84.65,1997500,84.65
2014-04-01,85.17,85.24,84.16,84.39,2172800,84.39
2014-03-31,84.64,85.13,84.52,85.10,2106600,85.10
2014-03-28,83.86,84.17,83.44,83.99,2423300,83.99
2014-03-27,83.27,83.83,83.22,83.49,3563800,83.49
2014-03-26,84.43,84.49,83.42,83.43,2113300,83.43
2014-03-25,84.32,84.67,83.96,84.03,2021900,84.03
2014-03-24,83.87,84.26,83.64,83.86,2795100,83.86
2014-03-21,83.80,84.06,83.32,83.78,6498300,83.78
2014-03-20,82.90,83.51,82.51,83.23,2753400,83.23
2014-03-19,83.99,84.24,82.81,83.20,2526500,83.20
2014-03-18,83.69,84.24,83.36,83.95,2141100,83.95
2014-03-17,83.21,83.78,82.80,83.54,2758600,83.54
2014-03-14,82.59,82.84,82.32,82.66,2074400,82.66
2014-03-13,83.68,83.86,82.51,82.59,2121000,82.59
2014-03-12,83.15,83.73,83.00,83.43,1758500,83.43
2014-03-11,84.14,84.18,83.34,83.58,1859000,83.58
2014-03-10,83.70,83.89,83.34,83.78,1954400,83.78
2014-03-07,84.73,84.86,83.71,83.93,2733700,83.93
2014-03-06,83.94,84.53,83.75,84.40,1922100,84.40
2014-03-05,84.05,84.40,83.62,84.37,2582700,83.87
2014-03-04,84.16,84.49,83.81,84.11,1864900,83.61
2014-03-03,83.45,83.82,82.60,83.18,1728600,82.69
2014-02-28,83.72,84.20,83.49,83.84,2286700,83.34
2014-02-27,83.28,83.86,83.10,83.85,1584900,83.35
2014-02-26,83.40,83.70,83.01,83.43,2157100,82.94
2014-02-25,83.31,83.44,82.55,83.34,2681900,82.85
2014-02-24,83.83,84.39,83.40,83.44,2163200,82.95
2014-02-21,83.92,84.11,83.37,83.79,1895300,83.29
2014-02-20,84.18,84.37,83.37,83.81,2083500,83.31
2014-02-19,84.27,85.18,83.98,84.01,3115900,83.51
2014-02-18,84.08,84.79,84.07,84.37,2531500,83.87
2014-02-14,82.54,84.07,82.54,84.02,2050800,83.52
2014-02-13,81.87,82.90,81.56,82.88,2650700,82.39
2014-02-12,82.76,83.10,81.88,82.26,3732900,81.77
2014-02-11,82.40,83.59,82.21,83.21,3105600,82.72
2014-02-10,81.33,82.44,80.65,82.35,4305000,81.86
2014-02-07,81.19,81.19,80.23,80.88,2538100,80.40
2014-02-06,80.65,80.73,79.95,80.69,2642800,80.21
2014-02-05,80.07,80.93,80.02,80.44,2342400,79.96
2014-02-04,80.57,80.63,79.89,80.35,2628500,79.87
2014-02-03,81.20,81.28,80.05,80.26,4116300,79.78
2014-01-31,81.39,81.99,80.88,81.28,5186100,80.80
2014-01-30,82.62,82.72,82.16,82.36,2754500,81.87
2014-01-29,82.31,82.80,82.01,82.21,3165200,81.72
2014-01-28,82.75,83.57,82.60,83.10,3158700,82.61
2014-01-27,81.25,83.15,81.22,82.29,4329300,81.80
2014-01-24,82.50,83.03,81.61,81.61,3753600,81.13
2014-01-23,83.42,84.37,82.92,83.07,4141800,82.58
2014-01-22,84.90,85.07,84.35,84.56,3080900,84.06
2014-01-21,86.25,86.27,83.66,85.00,6092100,84.50
2014-01-17,87.23,87.30,86.42,86.47,2931500,85.96
2014-01-16,87.55,87.86,86.91,87.24,1412100,86.72
2014-01-15,87.60,88.00,87.32,87.88,2063900,87.36
2014-01-14,86.80,87.70,86.80,87.45,2034200,86.93
2014-01-13,87.33,87.55,86.27,86.34,2215800,85.83
2014-01-10,88.10,88.12,87.08,87.49,1863000,86.97
